Indiv.ID,Activity,Assay,Personality.Assign
100718_1,79,1.Foraging,Bold
100718_1,16,2.NovelObj,Bold
100718_1,55,3.PredationRisk,Bold
100718_10,0,1.Foraging,Shy
100718_10,24.8,2.NovelObj,Shy
100718_10,13.2,3.PredationRisk,Shy
100718_103,5,1.Foraging,Shy
100718_103,6,2.NovelObj,Shy
100718_103,0,3.PredationRisk,Shy
100718_104,21,1.Foraging,Plastic
100718_104,11,2.NovelObj,Plastic
100718_104,23,3.PredationRisk,Plastic
100718_105,0,1.Foraging,Plastic
100718_105,70,2.NovelObj,Plastic
100718_105,0,3.PredationRisk,Plastic
100718_106,68,1.Foraging,Plastic
100718_106,37,2.NovelObj,Plastic
100718_106,33,3.PredationRisk,Plastic
100718_107,88,1.Foraging,Bold
100718_107,51,2.NovelObj,Bold
100718_107,60,3.PredationRisk,Bold
100718_108,25.7,1.Foraging,Shy
100718_108,22,2.NovelObj,Shy
100718_108,0,3.PredationRisk,Shy
100718_11,29,1.Foraging,Plastic
100718_11,33,2.NovelObj,Plastic
100718_11,1,3.PredationRisk,Plastic
100718_110,0,1.Foraging,Shy
100718_110,16,2.NovelObj,Shy
100718_110,1,3.PredationRisk,Shy
100718_116,0,1.Foraging,Shy
100718_116,2,2.NovelObj,Shy
100718_116,12,3.PredationRisk,Shy
100718_12,41.1,1.Foraging,Plastic
100718_12,7.4,2.NovelObj,Plastic
100718_12,40.6,3.PredationRisk,Plastic
100718_121,0,1.Foraging,Bold
100718_121,68,2.NovelObj,Bold
100718_121,81,3.PredationRisk,Bold
100718_123,3,1.Foraging,Plastic
100718_123,46.7,2.NovelObj,Plastic
100718_123,5.4,3.PredationRisk,Plastic
100718_130,20,1.Foraging,Plastic
100718_130,30.1,2.NovelObj,Plastic
100718_130,39,3.PredationRisk,Plastic
100718_132,128,1.Foraging,Bold
100718_132,105,2.NovelObj,Bold
100718_132,64,3.PredationRisk,Bold
100718_133,6,1.Foraging,Shy
100718_133,8.3,2.NovelObj,Shy
100718_133,3.4,3.PredationRisk,Shy
100718_135,10.1,1.Foraging,Plastic
100718_135,3,2.NovelObj,Plastic
100718_135,4.4,3.PredationRisk,Plastic
100718_136,69,1.Foraging,Plastic
100718_136,28,2.NovelObj,Plastic
100718_136,21,3.PredationRisk,Plastic
100718_137,1,1.Foraging,Shy
100718_137,0,2.NovelObj,Shy
100718_137,0,3.PredationRisk,Shy
100718_138,47,1.Foraging,Bold
100718_138,72,2.NovelObj,Bold
100718_138,88,3.PredationRisk,Bold
100718_139,35.8,1.Foraging,Plastic
100718_139,42.1,2.NovelObj,Plastic
100718_139,5.5,3.PredationRisk,Plastic
100718_14,8,1.Foraging,Plastic
100718_14,39.2,2.NovelObj,Plastic
100718_14,52.9,3.PredationRisk,Plastic
100718_142,47,1.Foraging,Shy
100718_142,15,2.NovelObj,Shy
100718_142,0,3.PredationRisk,Shy
100718_143,22.6,1.Foraging,Plastic
100718_143,16.6,2.NovelObj,Plastic
100718_143,11.4,3.PredationRisk,Plastic
100718_145,33.7,1.Foraging,Plastic
100718_145,36,2.NovelObj,Plastic
100718_145,35.6,3.PredationRisk,Plastic
100718_146,20,1.Foraging,Shy
100718_146,19,2.NovelObj,Shy
100718_146,5,3.PredationRisk,Shy
100718_149,117,1.Foraging,Bold
100718_149,34,2.NovelObj,Bold
100718_149,8,3.PredationRisk,Bold
100718_15,70,1.Foraging,Bold
100718_15,40,2.NovelObj,Bold
100718_15,60,3.PredationRisk,Bold
100718_150,60.7,1.Foraging,Plastic
100718_150,45.2,2.NovelObj,Plastic
100718_150,0,3.PredationRisk,Plastic
100718_151,122,1.Foraging,Bold
100718_151,57,2.NovelObj,Bold
100718_151,138,3.PredationRisk,Bold
100718_152,0,1.Foraging,Shy
100718_152,0,2.NovelObj,Shy
100718_152,1,3.PredationRisk,Shy
100718_153,15,1.Foraging,Plastic
100718_153,38.2,2.NovelObj,Plastic
100718_153,29,3.PredationRisk,Plastic
100718_16,71.6,1.Foraging,Plastic
100718_16,0,2.NovelObj,Plastic
100718_16,0,3.PredationRisk,Plastic
100718_17,2,1.Foraging,Shy
100718_17,18,2.NovelObj,Shy
100718_17,5,3.PredationRisk,Shy
100718_18,0,1.Foraging,Shy
100718_18,4.6,2.NovelObj,Shy
100718_18,2,3.PredationRisk,Shy
100718_19,0,1.Foraging,Shy
100718_19,0,2.NovelObj,Shy
100718_19,0,3.PredationRisk,Shy
100718_2,21.5,1.Foraging,Plastic
100718_2,28.1,2.NovelObj,Plastic
100718_2,0,3.PredationRisk,Plastic
100718_20,0,1.Foraging,Shy
100718_20,0,2.NovelObj,Shy
100718_20,0,3.PredationRisk,Shy
100718_21,8.5,1.Foraging,Shy
100718_21,0,2.NovelObj,Shy
100718_21,1,3.PredationRisk,Shy
100718_22,33.8,1.Foraging,Plastic
100718_22,13.1,2.NovelObj,Plastic
100718_22,3,3.PredationRisk,Plastic
100718_23,4,1.Foraging,Shy
100718_23,0,2.NovelObj,Shy
100718_23,0,3.PredationRisk,Shy
100718_24,19.2,1.Foraging,Plastic
100718_24,14.5,2.NovelObj,Plastic
100718_24,31,3.PredationRisk,Plastic
100718_25,5.6,1.Foraging,Shy
100718_25,0,2.NovelObj,Shy
100718_25,1,3.PredationRisk,Shy
100718_26,0,1.Foraging,Shy
100718_26,39,2.NovelObj,Shy
100718_26,4,3.PredationRisk,Shy
100718_27,110,1.Foraging,Bold
100718_27,87,2.NovelObj,Bold
100718_27,92,3.PredationRisk,Bold
100718_29,0,1.Foraging,Shy
100718_29,38,2.NovelObj,Shy
100718_29,4,3.PredationRisk,Shy
100718_3,11.4,1.Foraging,Plastic
100718_3,0,2.NovelObj,Plastic
100718_3,45.3,3.PredationRisk,Plastic
100718_30,79,1.Foraging,Bold
100718_30,64,2.NovelObj,Bold
100718_30,47,3.PredationRisk,Bold
100718_31,2,1.Foraging,Plastic
100718_31,30.7,2.NovelObj,Plastic
100718_31,20.4,3.PredationRisk,Plastic
100718_32,6,1.Foraging,Shy
100718_32,0,2.NovelObj,Shy
100718_32,6.7,3.PredationRisk,Shy
100718_34,5.2,1.Foraging,Shy
100718_34,3.6,2.NovelObj,Shy
100718_34,0,3.PredationRisk,Shy
100718_35,15,1.Foraging,Plastic
100718_35,34.4,2.NovelObj,Plastic
100718_35,35.7,3.PredationRisk,Plastic
100718_4,0,1.Foraging,Shy
100718_4,11,2.NovelObj,Shy
100718_4,0,3.PredationRisk,Shy
100718_42,45,1.Foraging,Plastic
100718_42,16,2.NovelObj,Plastic
100718_42,19,3.PredationRisk,Plastic
100718_43,75,1.Foraging,Bold
100718_43,75,2.NovelObj,Bold
100718_43,74,3.PredationRisk,Bold
100718_44,13,1.Foraging,Plastic
100718_44,64,2.NovelObj,Plastic
100718_44,42,3.PredationRisk,Plastic
100718_46,40.1,1.Foraging,Plastic
100718_46,18.2,2.NovelObj,Plastic
100718_46,19,3.PredationRisk,Plastic
100718_47,3,1.Foraging,Shy
100718_47,16.6,2.NovelObj,Shy
100718_47,12,3.PredationRisk,Shy
100718_48,4,1.Foraging,Shy
100718_48,16,2.NovelObj,Shy
100718_48,5.2,3.PredationRisk,Shy
100718_5,8,1.Foraging,Shy
100718_5,4,2.NovelObj,Shy
100718_5,0,3.PredationRisk,Shy
100718_50,15.9,1.Foraging,Plastic
100718_50,10.2,2.NovelObj,Plastic
100718_50,28.5,3.PredationRisk,Plastic
100718_51,110,1.Foraging,Bold
100718_51,82,2.NovelObj,Bold
100718_51,81,3.PredationRisk,Bold
100718_52,2,1.Foraging,Plastic
100718_52,64,2.NovelObj,Plastic
100718_52,69,3.PredationRisk,Plastic
100718_54,0,1.Foraging,Plastic
100718_54,0,2.NovelObj,Plastic
100718_54,52,3.PredationRisk,Plastic
100718_55,80,1.Foraging,Bold
100718_55,68,2.NovelObj,Bold
100718_55,0,3.PredationRisk,Bold
100718_57,57,1.Foraging,Plastic
100718_57,25,2.NovelObj,Plastic
100718_57,43,3.PredationRisk,Plastic
100718_59,20,1.Foraging,Plastic
100718_59,28,2.NovelObj,Plastic
100718_59,5,3.PredationRisk,Plastic
100718_6,7,1.Foraging,Shy
100718_6,0,2.NovelObj,Shy
100718_6,3,3.PredationRisk,Shy
100718_60,62,1.Foraging,Plastic
100718_60,13,2.NovelObj,Plastic
100718_60,36,3.PredationRisk,Plastic
100718_62,0,1.Foraging,Shy
100718_62,16,2.NovelObj,Shy
100718_62,0,3.PredationRisk,Shy
100718_63,67,1.Foraging,Plastic
100718_63,40,2.NovelObj,Plastic
100718_63,8,3.PredationRisk,Plastic
100718_64,49,1.Foraging,Plastic
100718_64,54,2.NovelObj,Plastic
100718_64,30,3.PredationRisk,Plastic
100718_65,77,1.Foraging,Plastic
100718_65,55,2.NovelObj,Plastic
100718_65,1,3.PredationRisk,Plastic
100718_66,87,1.Foraging,Bold
100718_66,0,2.NovelObj,Bold
100718_66,96,3.PredationRisk,Bold
100718_67,0,1.Foraging,Shy
100718_67,0,2.NovelObj,Shy
100718_67,1,3.PredationRisk,Shy
100718_68,41.1,1.Foraging,Plastic
100718_68,6,2.NovelObj,Plastic
100718_68,0,3.PredationRisk,Plastic
100718_69,47,1.Foraging,Plastic
100718_69,26,2.NovelObj,Plastic
100718_69,19,3.PredationRisk,Plastic
100718_7,17,1.Foraging,Plastic
100718_7,4,2.NovelObj,Plastic
100718_7,29.1,3.PredationRisk,Plastic
100718_70,0,1.Foraging,Shy
100718_70,0,2.NovelObj,Shy
100718_70,0,3.PredationRisk,Shy
100718_71,0,1.Foraging,Shy
100718_71,5,2.NovelObj,Shy
100718_71,22,3.PredationRisk,Shy
100718_74,31.9,1.Foraging,Plastic
100718_74,26.7,2.NovelObj,Plastic
100718_74,31.8,3.PredationRisk,Plastic
100718_76,7,1.Foraging,Shy
100718_76,17,2.NovelObj,Shy
100718_76,7,3.PredationRisk,Shy
100718_8,57,1.Foraging,Bold
100718_8,95,2.NovelObj,Bold
100718_8,66,3.PredationRisk,Bold
100718_80,110,1.Foraging,Bold
100718_80,102,2.NovelObj,Bold
100718_80,26,3.PredationRisk,Bold
100718_81,67,1.Foraging,Bold
100718_81,21,2.NovelObj,Bold
100718_81,58,3.PredationRisk,Bold
100718_82,51,1.Foraging,Plastic
100718_82,2,2.NovelObj,Plastic
100718_82,20,3.PredationRisk,Plastic
100718_85,13,1.Foraging,Plastic
100718_85,19,2.NovelObj,Plastic
100718_85,28,3.PredationRisk,Plastic
100718_9,1,1.Foraging,Plastic
100718_9,30.3,2.NovelObj,Plastic
100718_9,25.7,3.PredationRisk,Plastic
100718_91,91,1.Foraging,Plastic
100718_91,8,2.NovelObj,Plastic
100718_91,13.4,3.PredationRisk,Plastic
100718_92,10,1.Foraging,Shy
100718_92,4,2.NovelObj,Shy
100718_92,0,3.PredationRisk,Shy
100718_94,37,1.Foraging,Plastic
100718_94,38,2.NovelObj,Plastic
100718_94,55,3.PredationRisk,Plastic
100718_96,53,1.Foraging,Plastic
100718_96,1,2.NovelObj,Plastic
100718_96,57,3.PredationRisk,Plastic
100718_97,57,1.Foraging,Plastic
100718_97,16,2.NovelObj,Plastic
100718_97,21.7,3.PredationRisk,Plastic
100718_98,20,1.Foraging,Shy
100718_98,4,2.NovelObj,Shy
100718_98,0,3.PredationRisk,Shy
110718_105,0,1.Foraging,Plastic
110718_105,9,2.NovelObj,Plastic
110718_105,54,3.PredationRisk,Plastic
110718_106,32.1,1.Foraging,Plastic
110718_106,23,2.NovelObj,Plastic
110718_106,38.8,3.PredationRisk,Plastic
110718_131,2.8,1.Foraging,Plastic
110718_131,29.6,2.NovelObj,Plastic
110718_131,19.2,3.PredationRisk,Plastic
110718_148,1,1.Foraging,Shy
110718_148,1,2.NovelObj,Shy
110718_148,0,3.PredationRisk,Shy
110718_153,19.5,1.Foraging,Shy
110718_153,8.2,2.NovelObj,Shy
110718_153,1,3.PredationRisk,Shy
110718_19,0,1.Foraging,Shy
110718_19,0,2.NovelObj,Shy
110718_19,0,3.PredationRisk,Shy
110718_81,40.7,1.Foraging,Plastic
110718_81,17,2.NovelObj,Plastic
110718_81,3,3.PredationRisk,Plastic
110718_84,42,1.Foraging,Plastic
110718_84,50,2.NovelObj,Plastic
110718_84,20,3.PredationRisk,Plastic
120718_10,32,1.Foraging,Plastic
120718_10,8,2.NovelObj,Plastic
120718_10,56.5,3.PredationRisk,Plastic
120718_101,65,1.Foraging,Bold
120718_101,74,2.NovelObj,Bold
120718_101,79,3.PredationRisk,Bold
120718_102,9.5,1.Foraging,Shy
120718_102,9,2.NovelObj,Shy
120718_102,1,3.PredationRisk,Shy
120718_107,69,1.Foraging,Bold
120718_107,75,2.NovelObj,Bold
120718_107,10,3.PredationRisk,Bold
120718_109,9,1.Foraging,Shy
120718_109,18,2.NovelObj,Shy
120718_109,4,3.PredationRisk,Shy
120718_111,0,1.Foraging,Shy
120718_111,4,2.NovelObj,Shy
120718_111,13.2,3.PredationRisk,Shy
120718_114,60,1.Foraging,Bold
120718_114,83,2.NovelObj,Bold
120718_114,64,3.PredationRisk,Bold
120718_117,32,1.Foraging,Plastic
120718_117,27,2.NovelObj,Plastic
120718_117,80,3.PredationRisk,Plastic
120718_118,1,1.Foraging,Shy
120718_118,0,2.NovelObj,Shy
120718_118,0,3.PredationRisk,Shy
120718_124,21,1.Foraging,Plastic
120718_124,2,2.NovelObj,Plastic
120718_124,69.3,3.PredationRisk,Plastic
120718_125,31,1.Foraging,Plastic
120718_125,19.8,2.NovelObj,Plastic
120718_125,17,3.PredationRisk,Plastic
120718_127,13.5,1.Foraging,Shy
120718_127,1,2.NovelObj,Shy
120718_127,0,3.PredationRisk,Shy
120718_129,81,1.Foraging,Bold
120718_129,102,2.NovelObj,Bold
120718_129,106,3.PredationRisk,Bold
120718_132,0,1.Foraging,Shy
120718_132,3.7,2.NovelObj,Shy
120718_132,13.4,3.PredationRisk,Shy
120718_133,1,1.Foraging,Shy
120718_133,0,2.NovelObj,Shy
120718_133,0,3.PredationRisk,Shy
120718_134,54,1.Foraging,Plastic
120718_134,24,2.NovelObj,Plastic
120718_134,13.2,3.PredationRisk,Plastic
120718_143,0,1.Foraging,Shy
120718_143,0,2.NovelObj,Shy
120718_143,0,3.PredationRisk,Shy
120718_15,6,1.Foraging,Plastic
120718_15,46,2.NovelObj,Plastic
120718_15,72,3.PredationRisk,Plastic
120718_155,0,1.Foraging,Shy
120718_155,4,2.NovelObj,Shy
120718_155,0,3.PredationRisk,Shy
120718_156,24.2,1.Foraging,Shy
120718_156,6,2.NovelObj,Shy
120718_156,0,3.PredationRisk,Shy
120718_157,68,1.Foraging,Bold
120718_157,100,2.NovelObj,Bold
120718_157,77,3.PredationRisk,Bold
120718_158,0,1.Foraging,Shy
120718_158,1,2.NovelObj,Shy
120718_158,0,3.PredationRisk,Shy
120718_159,2,1.Foraging,Shy
120718_159,0,2.NovelObj,Shy
120718_159,0,3.PredationRisk,Shy
120718_160,22.3,1.Foraging,Shy
120718_160,5,2.NovelObj,Shy
120718_160,13.1,3.PredationRisk,Shy
120718_161,76,1.Foraging,Bold
120718_161,45,2.NovelObj,Bold
120718_161,80,3.PredationRisk,Bold
120718_162,15.1,1.Foraging,Plastic
120718_162,12.7,2.NovelObj,Plastic
120718_162,49.5,3.PredationRisk,Plastic
120718_163,26,1.Foraging,Shy
120718_163,4.7,2.NovelObj,Shy
120718_163,0,3.PredationRisk,Shy
120718_164,68,1.Foraging,Plastic
120718_164,34,2.NovelObj,Plastic
120718_164,23,3.PredationRisk,Plastic
120718_165,14,1.Foraging,Shy
120718_165,6,2.NovelObj,Shy
120718_165,3,3.PredationRisk,Shy
120718_166,60,1.Foraging,Plastic
120718_166,31,2.NovelObj,Plastic
120718_166,1,3.PredationRisk,Plastic
120718_167,15,1.Foraging,Plastic
120718_167,20,2.NovelObj,Plastic
120718_167,52.7,3.PredationRisk,Plastic
120718_168,4,1.Foraging,Shy
120718_168,18,2.NovelObj,Shy
120718_168,17,3.PredationRisk,Shy
120718_169,1,1.Foraging,Plastic
120718_169,39,2.NovelObj,Plastic
120718_169,25,3.PredationRisk,Plastic
120718_170,2.2,1.Foraging,Shy
120718_170,4.2,2.NovelObj,Shy
120718_170,24,3.PredationRisk,Shy
120718_171,3.2,1.Foraging,Shy
120718_171,2,2.NovelObj,Shy
120718_171,16.4,3.PredationRisk,Shy
120718_172,60,1.Foraging,Bold
120718_172,68,2.NovelObj,Bold
120718_172,33,3.PredationRisk,Bold
120718_173,12,1.Foraging,Plastic
120718_173,20,2.NovelObj,Plastic
120718_173,21.6,3.PredationRisk,Plastic
120718_174,49.3,1.Foraging,Plastic
120718_174,30.3,2.NovelObj,Plastic
120718_174,15.7,3.PredationRisk,Plastic
120718_175,1,1.Foraging,Shy
120718_175,0,2.NovelObj,Shy
120718_175,12.4,3.PredationRisk,Shy
120718_176,4,1.Foraging,Shy
120718_176,4,2.NovelObj,Shy
120718_176,13,3.PredationRisk,Shy
120718_177,43,1.Foraging,Bold
120718_177,45,2.NovelObj,Bold
120718_177,78,3.PredationRisk,Bold
120718_178,10,1.Foraging,Plastic
120718_178,80,2.NovelObj,Plastic
120718_178,55,3.PredationRisk,Plastic
120718_179,19.4,1.Foraging,Plastic
120718_179,1,2.NovelObj,Plastic
120718_179,26,3.PredationRisk,Plastic
120718_182,44,1.Foraging,Plastic
120718_182,47,2.NovelObj,Plastic
120718_182,47,3.PredationRisk,Plastic
120718_183,69,1.Foraging,Bold
120718_183,60,2.NovelObj,Bold
120718_183,58,3.PredationRisk,Bold
120718_184,63,1.Foraging,Bold
120718_184,30,2.NovelObj,Bold
120718_184,62,3.PredationRisk,Bold
120718_185,37.5,1.Foraging,Plastic
120718_185,27.7,2.NovelObj,Plastic
120718_185,0,3.PredationRisk,Plastic
120718_186,0,1.Foraging,Shy
120718_186,1,2.NovelObj,Shy
120718_186,10.5,3.PredationRisk,Shy
120718_187,0,1.Foraging,Shy
120718_187,0,2.NovelObj,Shy
120718_187,0,3.PredationRisk,Shy
120718_188,37,1.Foraging,Shy
120718_188,3,2.NovelObj,Shy
120718_188,0,3.PredationRisk,Shy
120718_189,0,1.Foraging,Shy
120718_189,0,2.NovelObj,Shy
120718_189,38.2,3.PredationRisk,Shy
120718_190,36,1.Foraging,Plastic
120718_190,72,2.NovelObj,Plastic
120718_190,43,3.PredationRisk,Plastic
120718_191,44,1.Foraging,Bold
120718_191,66,2.NovelObj,Bold
120718_191,35,3.PredationRisk,Bold
120718_192,25,1.Foraging,Plastic
120718_192,77,2.NovelObj,Plastic
120718_192,0,3.PredationRisk,Plastic
120718_194,0,1.Foraging,Shy
120718_194,1,2.NovelObj,Shy
120718_194,0,3.PredationRisk,Shy
120718_195,30,1.Foraging,Plastic
120718_195,36,2.NovelObj,Plastic
120718_195,47,3.PredationRisk,Plastic
120718_196,11.4,1.Foraging,Plastic
120718_196,31.2,2.NovelObj,Plastic
120718_196,64.2,3.PredationRisk,Plastic
120718_197,2,1.Foraging,Shy
120718_197,0,2.NovelObj,Shy
120718_197,4,3.PredationRisk,Shy
120718_198,64,1.Foraging,Bold
120718_198,57,2.NovelObj,Bold
120718_198,80,3.PredationRisk,Bold
120718_199,10,1.Foraging,Shy
120718_199,0,2.NovelObj,Shy
120718_199,1,3.PredationRisk,Shy
120718_20,48,1.Foraging,Plastic
120718_20,24,2.NovelObj,Plastic
120718_20,54,3.PredationRisk,Plastic
120718_23,0,1.Foraging,Shy
120718_23,0,2.NovelObj,Shy
120718_23,0,3.PredationRisk,Shy
120718_26,0,1.Foraging,Shy
120718_26,0,2.NovelObj,Shy
120718_26,32.7,3.PredationRisk,Shy
120718_36,0,1.Foraging,Shy
120718_36,2,2.NovelObj,Shy
120718_36,3,3.PredationRisk,Shy
120718_37,74,1.Foraging,Bold
120718_37,81,2.NovelObj,Bold
120718_37,71,3.PredationRisk,Bold
120718_38,17,1.Foraging,Plastic
120718_38,38,2.NovelObj,Plastic
120718_38,54,3.PredationRisk,Plastic
120718_40,10.1,1.Foraging,Shy
120718_40,5.2,2.NovelObj,Shy
120718_40,0,3.PredationRisk,Shy
120718_42,26.4,1.Foraging,Plastic
120718_42,19,2.NovelObj,Plastic
120718_42,57,3.PredationRisk,Plastic
120718_43,73,1.Foraging,Bold
120718_43,63,2.NovelObj,Bold
120718_43,85,3.PredationRisk,Bold
120718_45,74,1.Foraging,Plastic
120718_45,5,2.NovelObj,Plastic
120718_45,43,3.PredationRisk,Plastic
120718_48,60,1.Foraging,Plastic
120718_48,38,2.NovelObj,Plastic
120718_48,27,3.PredationRisk,Plastic
120718_49,1,1.Foraging,Shy
120718_49,0,2.NovelObj,Shy
120718_49,0,3.PredationRisk,Shy
120718_52,65,1.Foraging,Bold
120718_52,79,2.NovelObj,Bold
120718_52,89,3.PredationRisk,Bold
120718_56,0,1.Foraging,Plastic
120718_56,8.1,2.NovelObj,Plastic
120718_56,41.7,3.PredationRisk,Plastic
120718_59,22,1.Foraging,Plastic
120718_59,68,2.NovelObj,Plastic
120718_59,53,3.PredationRisk,Plastic
120718_61,5,1.Foraging,Plastic
120718_61,27.2,2.NovelObj,Plastic
120718_61,14.1,3.PredationRisk,Plastic
120718_72,53,1.Foraging,Plastic
120718_72,5,2.NovelObj,Plastic
120718_72,22.4,3.PredationRisk,Plastic
120718_78,59.4,1.Foraging,Plastic
120718_78,16,2.NovelObj,Plastic
120718_78,0,3.PredationRisk,Plastic
120718_87,27,1.Foraging,Plastic
120718_87,66,2.NovelObj,Plastic
120718_87,40,3.PredationRisk,Plastic
120718_88,0,1.Foraging,Shy
120718_88,0,2.NovelObj,Shy
120718_88,0,3.PredationRisk,Shy
120718_89,4,1.Foraging,Shy
120718_89,8,2.NovelObj,Shy
120718_89,0,3.PredationRisk,Shy
130718_112,70,1.Foraging,Plastic
130718_112,57,2.NovelObj,Plastic
130718_112,0,3.PredationRisk,Plastic
130718_113,100,1.Foraging,Bold
130718_113,68,2.NovelObj,Bold
130718_113,47,3.PredationRisk,Bold
130718_115,0,1.Foraging,Shy
130718_115,0,2.NovelObj,Shy
130718_115,0,3.PredationRisk,Shy
130718_119,2,1.Foraging,Plastic
130718_119,70,2.NovelObj,Plastic
130718_119,44,3.PredationRisk,Plastic
130718_120,46.3,1.Foraging,Plastic
130718_120,26.5,2.NovelObj,Plastic
130718_120,17,3.PredationRisk,Plastic
130718_126,20.3,1.Foraging,Shy
130718_126,4,2.NovelObj,Shy
130718_126,0,3.PredationRisk,Shy
130718_13,4,1.Foraging,Plastic
130718_13,39,2.NovelObj,Plastic
130718_13,10.5,3.PredationRisk,Plastic
130718_140,0,1.Foraging,Shy
130718_140,0,2.NovelObj,Shy
130718_140,0,3.PredationRisk,Shy
130718_141,64,1.Foraging,Bold
130718_141,85,2.NovelObj,Bold
130718_141,39,3.PredationRisk,Bold
130718_142,63,1.Foraging,Bold
130718_142,79,2.NovelObj,Bold
130718_142,75,3.PredationRisk,Bold
130718_145,0,1.Foraging,Shy
130718_145,0,2.NovelObj,Shy
130718_145,0,3.PredationRisk,Shy
130718_149,27,1.Foraging,Bold
130718_149,27,2.NovelObj,Bold
130718_149,124,3.PredationRisk,Bold
130718_180,1,1.Foraging,Plastic
130718_180,97,2.NovelObj,Plastic
130718_180,16,3.PredationRisk,Plastic
130718_181,97,1.Foraging,Bold
130718_181,85,2.NovelObj,Bold
130718_181,118,3.PredationRisk,Bold
130718_200,55.7,1.Foraging,Plastic
130718_200,14,2.NovelObj,Plastic
130718_200,1,3.PredationRisk,Plastic
130718_201,2,1.Foraging,Shy
130718_201,0,2.NovelObj,Shy
130718_201,0,3.PredationRisk,Shy
130718_202,149,1.Foraging,Bold
130718_202,74,2.NovelObj,Bold
130718_202,74,3.PredationRisk,Bold
130718_203,27.9,1.Foraging,Plastic
130718_203,25,2.NovelObj,Plastic
130718_203,13,3.PredationRisk,Plastic
130718_204,0.7,1.Foraging,Shy
130718_204,31.4,2.NovelObj,Shy
130718_204,6.1,3.PredationRisk,Shy
130718_205,1,1.Foraging,Plastic
130718_205,41.8,2.NovelObj,Plastic
130718_205,21,3.PredationRisk,Plastic
130718_206,0,1.Foraging,Plastic
130718_206,1,2.NovelObj,Plastic
130718_206,41,3.PredationRisk,Plastic
130718_207,48,1.Foraging,Bold
130718_207,33,2.NovelObj,Bold
130718_207,76,3.PredationRisk,Bold
130718_208,55,1.Foraging,Plastic
130718_208,61,2.NovelObj,Plastic
130718_208,0,3.PredationRisk,Plastic
130718_209,2,1.Foraging,Shy
130718_209,3,2.NovelObj,Shy
130718_209,0,3.PredationRisk,Shy
130718_210,3,1.Foraging,Shy
130718_210,1,2.NovelObj,Shy
130718_210,0,3.PredationRisk,Shy
130718_211,8.4,1.Foraging,Plastic
130718_211,7.4,2.NovelObj,Plastic
130718_211,37.2,3.PredationRisk,Plastic
130718_212,2.2,1.Foraging,Shy
130718_212,2,2.NovelObj,Shy
130718_212,1.4,3.PredationRisk,Shy
130718_213,28,1.Foraging,Plastic
130718_213,0,2.NovelObj,Plastic
130718_213,22,3.PredationRisk,Plastic
130718_214,60.7,1.Foraging,Plastic
130718_214,0,2.NovelObj,Plastic
130718_214,0,3.PredationRisk,Plastic
130718_215,0,1.Foraging,Plastic
130718_215,39,2.NovelObj,Plastic
130718_215,78,3.PredationRisk,Plastic
130718_216,53,1.Foraging,Plastic
130718_216,0,2.NovelObj,Plastic
130718_216,11.8,3.PredationRisk,Plastic
130718_217,10.4,1.Foraging,Plastic
130718_217,9,2.NovelObj,Plastic
130718_217,28.7,3.PredationRisk,Plastic
130718_218,2,1.Foraging,Shy
130718_218,5.4,2.NovelObj,Shy
130718_218,11.5,3.PredationRisk,Shy
130718_219,4,1.Foraging,Plastic
130718_219,29.8,2.NovelObj,Plastic
130718_219,52,3.PredationRisk,Plastic
130718_220,101,1.Foraging,Plastic
130718_220,10,2.NovelObj,Plastic
130718_220,0,3.PredationRisk,Plastic
130718_221,61,1.Foraging,Bold
130718_221,85,2.NovelObj,Bold
130718_221,55,3.PredationRisk,Bold
130718_222,2,1.Foraging,Shy
130718_222,3,2.NovelObj,Shy
130718_222,0,3.PredationRisk,Shy
130718_223,70,1.Foraging,Bold
130718_223,2,2.NovelObj,Bold
130718_223,79,3.PredationRisk,Bold
130718_224,91,1.Foraging,Bold
130718_224,68,2.NovelObj,Bold
130718_224,26,3.PredationRisk,Bold
130718_225,0,1.Foraging,Shy
130718_225,1,2.NovelObj,Shy
130718_225,0,3.PredationRisk,Shy
130718_226,5,1.Foraging,Shy
130718_226,0,2.NovelObj,Shy
130718_226,0,3.PredationRisk,Shy
130718_227,81,1.Foraging,Bold
130718_227,94,2.NovelObj,Bold
130718_227,0,3.PredationRisk,Bold
130718_228,0,1.Foraging,Shy
130718_228,0,2.NovelObj,Shy
130718_228,0,3.PredationRisk,Shy
130718_229,80,1.Foraging,Plastic
130718_229,22,2.NovelObj,Plastic
130718_229,6,3.PredationRisk,Plastic
130718_230,0,1.Foraging,Shy
130718_230,0,2.NovelObj,Shy
130718_230,0,3.PredationRisk,Shy
130718_231,0,1.Foraging,Shy
130718_231,0,2.NovelObj,Shy
130718_231,0,3.PredationRisk,Shy
130718_232,0,1.Foraging,Shy
130718_232,5,2.NovelObj,Shy
130718_232,0,3.PredationRisk,Shy
130718_233,5,1.Foraging,Plastic
130718_233,42.1,2.NovelObj,Plastic
130718_233,0,3.PredationRisk,Plastic
130718_234,38,1.Foraging,Plastic
130718_234,12,2.NovelObj,Plastic
130718_234,24,3.PredationRisk,Plastic
130718_235,0,1.Foraging,Shy
130718_235,0,2.NovelObj,Shy
130718_235,0,3.PredationRisk,Shy
130718_236,1,1.Foraging,Shy
130718_236,0,2.NovelObj,Shy
130718_236,0,3.PredationRisk,Shy
